Time,Amount,Location,Transaction_Type,Old_Balance,Is_International,New_Balance,Bank_Name,Bank_Branch,Device_Type,Customer_Name,Age,Gender,City,KYC_Status,Account_Type,Customer_Since_Years,Avg_Monthly_Balance
0.6438631790744468,0.09067618745186143,0.0,1.0,0.7325179782687191,0.0,0.500015699752679,0.6000000000000001,0.75,0.0,0.8,0.47058823529411764,0.5,0.2,1.0,1.0,0.5333333333333333,0.3145584335036214
0.7142857142857144,0.1085217379289176,0.0,0.0,0.5802582929428275,0.0,0.2892481477704829,0.2,0.75,0.5,0.4,0.5686274509803921,0.5,0.2,1.0,0.5,0.58,0.2679722663992629
0.26760563380281693,0.07897298579774378,0.3333333333333333,0.0,0.4416694068259439,0.0,0.23383138129574527,0.0,0.25,1.0,0.2,0.7647058823529412,1.0,0.0,1.0,1.0,0.38,0.9305620590041046
0.08853118712273642,0.07059404343239631,0.6666666666666666,0.0,0.13566735721047762,0.0,0.0,0.8,0.25,0.5,0.8,0.43137254901960786,0.5,0.4,1.0,1.0,0.14666666666666667,0.11609856837471333
0.4688128772635815,0.1514868436928411,0.3333333333333333,0.5,0.017855659062162438,0.0,0.0,1.0,0.25,0.5,0.8,0.05882352941176472,0.5,0.6000000000000001,1.0,1.0,0.24,0.14926300995498526
0.9808853118712275,0.16483573152403727,0.6666666666666666,0.0,0.5381298785783936,0.0,0.07786730779065838,0.6000000000000001,0.5,0.5,1.0,0.33333333333333337,0.5,0.0,1.0,0.0,0.5533333333333333,0.4643119013182079
0.6488933601609659,0.03421344480629472,1.0,1.0,0.3654738713595914,1.0,0.2883137236946443,1.0,0.0,0.5,0.6000000000000001,0.09803921568627455,0.5,0.0,1.0,0.5,0.9,0.19324272607659457
0.5442655935613683,0.06988815516598577,0.0,0.5,0.7632200045391444,0.0,0.5937278910464469,1.0,0.75,0.5,0.6000000000000001,0.5098039215686275,0.5,0.2,1.0,1.0,0.8533333333333334,0.03760304103150694
0.25150905432595577,0.03062785247012778,0.0,0.5,0.6196970055140358,0.0,0.5621372582645021,0.6000000000000001,0.25,1.0,0.6000000000000001,0.4905847801675737,1.0,0.4,1.0,1.0,0.5399999999999999,0.2212556532477391
0.28169014084507044,0.013251813213913928,0.0,1.0,0.9927069320770907,0.0,1.0,0.4,0.25,0.0,0.2,0.1568627450980392,0.0,0.4,1.0,0.5,0.43999999999999995,0.20935815444225622
0.6177062374245473,0.06226318014401798,0.3333333333333333,1.0,0.35440014455460433,1.0,0.19328380332652031,0.2,0.25,0.5,0.6000000000000001,0.2941176470588236,1.0,0.2,0.5,1.0,0.3733333333333333,0.6488640812029856
0.24647887323943662,0.10625345590396082,0.6666666666666666,1.0,0.4294652565220272,0.0,0.13992323188492703,0.4,1.0,0.0,0.0,0.17647058823529416,1.0,0.8,1.0,1.0,0.9333333333333333,0.6380715584121776
0.1881287726358149,0.04285802054703767,0.0,0.5,0.7834762156034764,0.0,0.6952247443224392,0.6000000000000001,0.25,1.0,0.2,0.9215686274509803,0.5,0.6000000000000001,0.0,1.0,0.64,0.005475360376282226
0.23239436619718312,0.03055023507461016,0.0,0.0,0.8955124256796263,0.0,0.8478593150938263,0.2,1.0,0.0,0.2,0.5294117647058824,0.5,0.6000000000000001,1.0,0.5,0.3466666666666667,0.7947390281841777
0.9466800804828975,0.1108411304095967,0.0,0.0,0.674191494065378,0.0,0.37956635707874536,0.8,0.0,0.5,0.2,0.11764705882352944,0.0,0.0,1.0,0.0,0.41333333333333333,0.11187933355082373
0.5030181086519115,0.17463984488646409,0.3333333333333333,0.5,0.07312415594893229,0.0,0.0,0.2,0.0,0.0,0.0,0.3137254901960784,1.0,1.0,1.0,0.5,0.48,0.4802460586759011
0.24849094567404428,0.0016282733735428097,1.0,0.5,0.7908902191582939,0.0,0.8257333753533626,0.6000000000000001,0.75,0.5,1.0,0.6470588235294118,0.5,0.8,0.0,0.0,0.62,0.9015358054117678
0.7826961770623744,0.11464226787455123,0.3333333333333333,1.0,0.7660680792530155,0.0,0.46334128752464054,0.4,0.0,0.5,0.4,0.03921568627450983,0.0,0.2,1.0,0.5,0.3333333333333333,0.6203931068742295
0.36116700201207247,0.06011569503751665,0.3333333333333333,0.0,0.7464421132771193,0.0,0.6054762417585489,0.2,0.5,0.5,0.2,0.4905847801675737,0.5,0.6000000000000001,0.0,0.0,0.02,0.8429907720265359
0.9255533199195173,0.12302720250022477,0.3333333333333333,0.0,0.10210893682868424,0.0,0.0,0.0,0.5,1.0,0.4,0.03921568627450983,0.0,0.2,0.0,1.0,0.9533333333333334,0.9149735756390078
0.2625754527162978,0.037281270601699425,0.6666666666666666,0.0,0.42059150307467685,0.0,0.33622495823813286,0.6000000000000001,0.75,1.0,0.6000000000000001,0.9607843137254902,0.0,0.8,1.0,0.0,0.15333333333333332,0.1385165930946409
0.5714285714285715,0.006577739408512442,0.6666666666666666,0.0,0.344726815842933,1.0,0.34917310610312924,0.6000000000000001,0.0,0.5,0.0,0.27450980392156865,0.0,0.2,0.0,0.5,0.3333333333333333,0.027773280753830353
0.1488933601609658,0.0492046701985049,0.6666666666666666,0.5,0.5577437712823123,0.0,0.44266539584432274,0.0,0.0,0.0,0.8,0.47058823529411764,0.5,0.8,1.0,0.0,0.11333333333333333,0.4466403375564571
0.001006036217303823,0.06702367848717561,1.0,0.5,0.07474998942320502,1.0,0.0,0.2,0.0,0.0,1.0,0.4117647058823529,0.0,0.6000000000000001,1.0,1.0,0.4666666666666667,0.9026534525249281
0.8853118712273643,0.4526577771837215,1.0,0.0,0.897625146819611,0.0,0.8517638803403709,0.8,0.0,0.5,0.2,0.21568627450980393,0.0,0.4,1.0,1.0,0.9666666666666667,0.4524085991094567
0.49698189134808857,0.06418701294599642,0.3333333333333333,0.5,0.1549463434371063,0.0,0.0,0.0,0.75,0.5,0.6000000000000001,0.4905847801675737,0.0,0.8,1.0,0.0,0.48,0.3886574310490428
0.9235412474849096,0.03998825657970451,0.3333333333333333,0.0,0.8996797336331833,0.0,0.824054394444787,0.6000000000000001,0.75,1.0,0.8,0.5686274509803921,1.0,0.0,0.0,0.5,0.47333333333333333,0.8401879089767724
0.7987927565392355,0.1274863958947518,0.6666666666666666,0.5,0.9453116289045493,0.0,0.6106064378647371,0.4,0.0,0.0,0.8,1.0,0.5,0.8,0.0,0.0,0.9066666666666666,0.17906342549472407
0.17706237424547286,0.08039579513928286,1.0,0.5,0.7007516778550726,0.0,0.497763126542212,0.4,0.0,0.5,0.0,0.17647058823529416,0.5,1.0,1.0,1.0,0.1,0.6819657094772948
0.5543259557344066,0.1008962341780975,1.0,0.0,0.027606906033318376,0.0,0.0,0.6000000000000001,0.25,0.0,0.8,0.6274509803921569,0.5,0.8,0.5,0.0,0.4266666666666667,0.12853257072732066
0.3470824949698189,0.12583253204475767,0.3333333333333333,0.0,0.7079312164389671,0.0,0.36982620951367207,0.0,0.25,0.0,0.8,0.3529411764705882,0.0,0.8,0.5,0.0,0.7466666666666666,0.6794353854903592
0.048289738430583505,0.005133569421340461,0.0,0.0,0.7908672900871436,0.0,0.8152664185020588,1.0,0.75,0.5,0.4,0.823529411764706,0.5,0.2,1.0,0.5,0.5733333333333333,0.7902612306596566
0.9758551307847084,0.061852710311682484,0.3333333333333333,0.5,0.7888222401438728,0.0,0.6441679934445396,0.4,0.75,0.5,0.6000000000000001,0.7647058823529412,0.0,0.2,1.0,1.0,0.09333333333333332,0.7617626249021905
0.9185110663983904,0.16588116945939482,0.3333333333333333,1.0,0.15469737024859678,0.0,0.0,0.8,0.25,1.0,0.4,0.17647058823529416,0.5,0.8,0.0,0.0,0.8866666666666667,0.8580942394776567
0.4627766599597586,0.0441035294801055,0.0,0.0,0.8199553532431395,0.0,0.7292728347126888,0.8,0.5,0.5,1.0,0.6666666666666666,0.0,0.2,1.0,1.0,0.14666666666666667,0.7617027032573719
0.05130784708249497,0.013571870412506142,1.0,0.5,0.31133407321861156,0.0,0.2937715668132642,0.2,0.5,1.0,0.0,0.27450980392156865,0.0,0.2,1.0,0.5,0.92,0.5784511684580173
0.25553319919517103,0.11563116707130282,1.0,0.0,0.1370192593037496,0.0,0.0,0.4,0.75,1.0,0.8,0.33333333333333337,0.0,0.2,1.0,0.0,1.0,0.021365038362905316
0.6690140845070424,0.05743229036632414,0.3333333333333333,1.0,0.15735206969869475,0.0,0.0037159581842600535,1.0,0.25,1.0,1.0,0.5686274509803921,0.5,0.8,1.0,1.0,0.46,0.8546018758928756
0.29678068410462777,0.1617067846733067,0.3333333333333333,0.0,0.2517341124618183,0.0,0.0,0.8,0.0,0.5,0.8,0.07843137254901966,0.5,0.2,1.0,1.0,0.2733333333333333,0.9549818562319896
